CUX1	CUX1-1	RUNX1	chr_p	start_p	end_p	id_p	chr_g	start_g	end_g	symbol_g	score_g	strand_g	id_g	dist	Peak_ID	Gene_Name	Motif_Group
0.0	0.0	1.0	chr3	43491930	43492140	217133	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43491930_43492140	ANO10	GRN_RUNX1
0.0	0.0	1.0	chr3	43496537	43498464	217134	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43496537_43498464	ANO10	GRN_CUX1
0.0	0.0	1.0	chr3	43496537	43498464	217134	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43496537_43498464	ANO10	GRN_RUNX1
0.0	0.0	1.0	chr3	43522398	43525562	217140	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43522398_43525562	ANO10	GRN_CUX1
0.0	0.0	1.0	chr3	43522398	43525562	217140	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43522398_43525562	ANO10	GRN_RUNX1
1.0	0.0	0.0	chr3	43579728	43580493	217151	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43579728_43580493	ANO10	GRN_CUX1
1.0	0.0	0.0	chr3	43579728	43580493	217151	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43579728_43580493	ANO10	GRN_RUNX1
0.0	0.0	1.0	chr3	43620585	43622897	217163	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43620585_43622897	ANO10	GRN_CUX1
0.0	0.0	1.0	chr3	43620585	43622897	217163	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43620585_43622897	ANO10	GRN_RUNX1
0.0	0.0	1.0	chr3	43638432	43639999	217166	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43638432_43639999	ANO10	GRN_CUX1
0.0	0.0	1.0	chr3	43638432	43639999	217166	chr3	43366325	43791594	ANO10	0	-	871	0.0	chr3_43638432_43639999	ANO10	GRN_RUNX1
0.0	0.0	1.0	chr3	43707628	43708430	217183	chr3	43366325	43791594	ANO10	0	-	871	11034.0	chr3_43707628_43708430	ANO10	GRN_CUX1
0.0	0.0	1.0	chr3	43707628	43708430	217183	chr3	43366325	43791594	ANO10	0	-	871	11034.0	chr3_43707628_43708430	ANO10	GRN_RUNX1
0.0	0.0	1.0	chr3	43763986	43764210	217194	chr3	43366325	43791594	ANO10	0	-	871	67392.0	chr3_43763986_43764210	ANO10	GRN_CUX1
0.0	0.0	1.0	chr3	43763986	43764210	217194	chr3	43366325	43791594	ANO10	0	-	871	67392.0	chr3_43763986_43764210	ANO10	GRN_RUNX1
0.0	0.0	1.0	chr3	43769196	43771228	217196	chr3	43366325	43791594	ANO10	0	-	871	72602.0	chr3_43769196_43771228	ANO10	GRN_CUX1
0.0	0.0	1.0	chr3	43769196	43771228	217196	chr3	43366325	43791594	ANO10	0	-	871	72602.0	chr3_43769196_43771228	ANO10	GRN_RUNX1
0.0	0.0	1.0	chr3	43785202	43786376	217202	chr3	43366325	43791594	ANO10	0	-	871	88608.0	chr3_43785202_43786376	ANO10	GRN_CUX1
0.0	0.0	1.0	chr3	43785202	43786376	217202	chr3	43366325	43791594	ANO10	0	-	871	88608.0	chr3_43785202_43786376	ANO10	GRN_RUNX1
0.0	0.0	1.0	chr3	57671125	57671879	219433	chr3	57656228	57912373	SLMAP	0	+	33622	79349.0	chr3_57671125_57671879	SLMAP	GRN_CUX1
0.0	0.0	1.0	chr3	57671125	57671879	219433	chr3	57656228	57912373	SLMAP	0	+	33622	79349.0	chr3_57671125_57671879	SLMAP	GRN_RUNX1
1.0	0.0	0.0	chr3	57745854	57746849	219446	chr3	57656228	57912373	SLMAP	0	+	33622	4379.0	chr3_57745854_57746849	SLMAP	GRN_CUX1
1.0	0.0	0.0	chr3	57745854	57746849	219446	chr3	57656228	57912373	SLMAP	0	+	33622	4379.0	chr3_57745854_57746849	SLMAP	GRN_RUNX1
0.0	0.0	1.0	chr3	57783228	57784595	219454	chr3	57656228	57912373	SLMAP	0	+	33622	0.0	chr3_57783228_57784595	SLMAP	GRN_CUX1
0.0	0.0	1.0	chr3	57783228	57784595	219454	chr3	57656228	57912373	SLMAP	0	+	33622	0.0	chr3_57783228_57784595	SLMAP	GRN_RUNX1
0.0	0.0	1.0	chr3	57796174	57796611	219460	chr3	57656228	57912373	SLMAP	0	+	33622	0.0	chr3_57796174_57796611	SLMAP	GRN_CUX1
0.0	0.0	1.0	chr3	57796174	57796611	219460	chr3	57656228	57912373	SLMAP	0	+	33622	0.0	chr3_57796174_57796611	SLMAP	GRN_RUNX1
1.0	0.0	0.0	chr3	125271211	125272191	223999	chr3	125225668	125475354	ZNF148	0	-	38189	0.0	chr3_125271211_125272191	ZNF148	GRN_CUX1
0.0	1.0	0.0	chr3	125310665	125311151	224002	chr3	125225668	125475354	ZNF148	0	-	38189	0.0	chr3_125310665_125311151	ZNF148	GRN_CUX1
0.0	0.0	1.0	chr4	6715172	6717175	234597	chr4	6682726	6884164	KIAA0232	0	+	9749	60551.0	chr4_6715172_6717175	KIAA0232	GRN_CUX1
0.0	0.0	1.0	chr4	6715172	6717175	234597	chr4	6682726	6884164	KIAA0232	0	+	9749	60551.0	chr4_6715172_6717175	KIAA0232	GRN_RUNX1
0.0	0.0	1.0	chr4	6732393	6733043	234603	chr4	6682726	6884164	KIAA0232	0	+	9749	44683.0	chr4_6732393_6733043	KIAA0232	GRN_CUX1
0.0	0.0	1.0	chr4	6732393	6733043	234603	chr4	6682726	6884164	KIAA0232	0	+	9749	44683.0	chr4_6732393_6733043	KIAA0232	GRN_RUNX1
0.0	0.0	1.0	chr4	6752507	6753508	234610	chr4	6682726	6884164	KIAA0232	0	+	9749	24218.0	chr4_6752507_6753508	KIAA0232	GRN_CUX1
0.0	0.0	1.0	chr4	6752507	6753508	234610	chr4	6682726	6884164	KIAA0232	0	+	9749	24218.0	chr4_6752507_6753508	KIAA0232	GRN_RUNX1
1.0	1.0	1.0	chr4	6777214	6778141	234615	chr4	6682726	6884164	KIAA0232	0	+	9749	0.0	chr4_6777214_6778141	KIAA0232	GRN_CUX1
1.0	1.0	1.0	chr4	6777214	6778141	234615	chr4	6682726	6884164	KIAA0232	0	+	9749	0.0	chr4_6777214_6778141	KIAA0232	GRN_RUNX1
0.0	0.0	1.0	chr4	6834816	6835279	234629	chr4	6682726	6884164	KIAA0232	0	+	9749	0.0	chr4_6834816_6835279	KIAA0232	GRN_CUX1
0.0	0.0	1.0	chr4	6834816	6835279	234629	chr4	6682726	6884164	KIAA0232	0	+	9749	0.0	chr4_6834816_6835279	KIAA0232	GRN_RUNX1
0.0	0.0	1.0	chr4	6839700	6840852	234631	chr4	6682726	6884164	KIAA0232	0	+	9749	0.0	chr4_6839700_6840852	KIAA0232	GRN_CUX1
0.0	0.0	1.0	chr4	6839700	6840852	234631	chr4	6682726	6884164	KIAA0232	0	+	9749	0.0	chr4_6839700_6840852	KIAA0232	GRN_RUNX1
0.0	0.0	1.0	chr4	6844859	6845504	234632	chr4	6682726	6884164	KIAA0232	0	+	9749	0.0	chr4_6844859_6845504	KIAA0232	GRN_CUX1
0.0	0.0	1.0	chr4	6844859	6845504	234632	chr4	6682726	6884164	KIAA0232	0	+	9749	0.0	chr4_6844859_6845504	KIAA0232	GRN_RUNX1
0.0	0.0	1.0	chr4	6851496	6851719	234633	chr4	6682726	6884164	KIAA0232	0	+	9749	0.0	chr4_6851496_6851719	KIAA0232	GRN_CUX1
0.0	0.0	1.0	chr4	6851496	6851719	234633	chr4	6682726	6884164	KIAA0232	0	+	9749	0.0	chr4_6851496_6851719	KIAA0232	GRN_RUNX1
0.0	0.0	1.0	chr4	6855502	6856300	234635	chr4	6682726	6884164	KIAA0232	0	+	9749	0.0	chr4_6855502_6856300	KIAA0232	GRN_CUX1
0.0	0.0	1.0	chr4	6855502	6856300	234635	chr4	6682726	6884164	KIAA0232	0	+	9749	0.0	chr4_6855502_6856300	KIAA0232	GRN_RUNX1
0.0	0.0	1.0	chr4	67638079	67638382	239573	chr4	67601277	67722505	UBA6-AS1	0	+	37041	57895.0	chr4_67638079_67638382	UBA6-AS1	GRN_RUNX1
0.0	0.0	1.0	chr4	67657931	67658857	239575	chr4	67601277	67722505	UBA6-AS1	0	+	37041	37420.0	chr4_67657931_67658857	UBA6-AS1	GRN_RUNX1
0.0	0.0	1.0	chr4	67660287	67660932	239577	chr4	67601277	67722505	UBA6-AS1	0	+	37041	35345.0	chr4_67660287_67660932	UBA6-AS1	GRN_RUNX1
0.0	0.0	1.0	chr4	67671629	67672081	239579	chr4	67601277	67722505	UBA6-AS1	0	+	37041	24196.0	chr4_67671629_67672081	UBA6-AS1	GRN_RUNX1
1.0	1.0	0.0	chr4	67685052	67686311	239583	chr4	67601277	67722505	UBA6-AS1	0	+	37041	9966.0	chr4_67685052_67686311	UBA6-AS1	GRN_RUNX1
0.0	1.0	0.0	chr4	67697863	67698855	239584	chr4	67601277	67722505	UBA6-AS1	0	+	37041	0.0	chr4_67697863_67698855	UBA6-AS1	GRN_RUNX1
0.0	0.0	1.0	chr4	67712725	67714560	239586	chr4	67601277	67722505	UBA6-AS1	0	+	37041	0.0	chr4_67712725_67714560	UBA6-AS1	GRN_RUNX1
0.0	0.0	1.0	chr4	67720041	67720680	239589	chr4	67601277	67722505	UBA6-AS1	0	+	37041	0.0	chr4_67720041_67720680	UBA6-AS1	GRN_RUNX1
1.0	0.0	0.0	chr4	67720951	67722281	239590	chr4	67601277	67722505	UBA6-AS1	0	+	37041	0.0	chr4_67720951_67722281	UBA6-AS1	GRN_RUNX1
0.0	0.0	1.0	chr4	73080535	73081393	240205	chr4	73074784	73359766	ANKRD17	0	-	789	0.0	chr4_73080535_73081393	ANKRD17	GRN_CUX1
1.0	0.0	0.0	chr4	73127749	73128184	240217	chr4	73074784	73359766	ANKRD17	0	-	789	0.0	chr4_73127749_73128184	ANKRD17	GRN_CUX1
0.0	0.0	1.0	chr4	73186917	73187725	240231	chr4	73074784	73359766	ANKRD17	0	-	789	0.0	chr4_73186917_73187725	ANKRD17	GRN_CUX1
0.0	0.0	1.0	chr4	73221713	73222075	240239	chr4	73074784	73359766	ANKRD17	0	-	789	0.0	chr4_73221713_73222075	ANKRD17	GRN_CUX1
1.0	0.0	0.0	chr4	73230696	73232259	240243	chr4	73074784	73359766	ANKRD17	0	-	789	0.0	chr4_73230696_73232259	ANKRD17	GRN_CUX1
1.0	1.0	0.0	chr4	73272850	73273127	240251	chr4	73074784	73359766	ANKRD17	0	-	789	8084.0	chr4_73272850_73273127	ANKRD17	GRN_CUX1
0.0	0.0	1.0	chr4	94356459	94356722	242909	chr4	94351856	94588219	PDLIM5	0	+	29699	90134.0	chr4_94356459_94356722	PDLIM5	GRN_RUNX1
0.0	0.0	1.0	chr4	94422239	94422556	242928	chr4	94351856	94588219	PDLIM5	0	+	29699	24300.0	chr4_94422239_94422556	PDLIM5	GRN_RUNX1
0.0	0.0	1.0	chr4	94463549	94464039	242940	chr4	94351856	94588219	PDLIM5	0	+	29699	0.0	chr4_94463549_94464039	PDLIM5	GRN_RUNX1
0.0	0.0	1.0	chr4	94519810	94520479	242957	chr4	94351856	94588219	PDLIM5	0	+	29699	0.0	chr4_94519810_94520479	PDLIM5	GRN_RUNX1
0.0	0.0	1.0	chr4	94567767	94568205	242971	chr4	94351856	94588219	PDLIM5	0	+	29699	0.0	chr4_94567767_94568205	PDLIM5	GRN_RUNX1
0.0	0.0	1.0	chr4	94570232	94571018	242972	chr4	94351856	94588219	PDLIM5	0	+	29699	0.0	chr4_94570232_94571018	PDLIM5	GRN_RUNX1
1.0	0.0	0.0	chr5	65833683	65833882	257281	chr5	65826553	66081023	ERBIN	0	+	5990	87671.0	chr5_65833683_65833882	ERBIN	GRN_CUX1
1.0	0.0	0.0	chr5	65833683	65833882	257281	chr5	65826553	66081023	ERBIN	0	+	5990	87671.0	chr5_65833683_65833882	ERBIN	GRN_RUNX1
0.0	0.0	1.0	chr5	65845041	65846423	257285	chr5	65826553	66081023	ERBIN	0	+	5990	75130.0	chr5_65845041_65846423	ERBIN	GRN_CUX1
0.0	0.0	1.0	chr5	65845041	65846423	257285	chr5	65826553	66081023	ERBIN	0	+	5990	75130.0	chr5_65845041_65846423	ERBIN	GRN_RUNX1
0.0	0.0	1.0	chr5	65851916	65852883	257286	chr5	65826553	66081023	ERBIN	0	+	5990	68670.0	chr5_65851916_65852883	ERBIN	GRN_CUX1
0.0	0.0	1.0	chr5	65851916	65852883	257286	chr5	65826553	66081023	ERBIN	0	+	5990	68670.0	chr5_65851916_65852883	ERBIN	GRN_RUNX1
0.0	0.0	1.0	chr5	65920237	65920601	257309	chr5	65826553	66081023	ERBIN	0	+	5990	952.0	chr5_65920237_65920601	ERBIN	GRN_CUX1
0.0	0.0	1.0	chr5	65920237	65920601	257309	chr5	65826553	66081023	ERBIN	0	+	5990	952.0	chr5_65920237_65920601	ERBIN	GRN_RUNX1
0.0	0.0	1.0	chr5	65924675	65926844	257310	chr5	65826553	66081023	ERBIN	0	+	5990	0.0	chr5_65924675_65926844	ERBIN	GRN_CUX1
0.0	0.0	1.0	chr5	65924675	65926844	257310	chr5	65826553	66081023	ERBIN	0	+	5990	0.0	chr5_65924675_65926844	ERBIN	GRN_RUNX1
0.0	0.0	1.0	chr5	65935840	65936237	257313	chr5	65826553	66081023	ERBIN	0	+	5990	0.0	chr5_65935840_65936237	ERBIN	GRN_CUX1
0.0	0.0	1.0	chr5	65935840	65936237	257313	chr5	65826553	66081023	ERBIN	0	+	5990	0.0	chr5_65935840_65936237	ERBIN	GRN_RUNX1
0.0	0.0	1.0	chr5	65961524	65961972	257320	chr5	65826553	66081023	ERBIN	0	+	5990	0.0	chr5_65961524_65961972	ERBIN	GRN_CUX1
0.0	0.0	1.0	chr5	65961524	65961972	257320	chr5	65826553	66081023	ERBIN	0	+	5990	0.0	chr5_65961524_65961972	ERBIN	GRN_RUNX1
0.0	0.0	1.0	chr5	65983700	65984697	257326	chr5	65826553	66081023	ERBIN	0	+	5990	0.0	chr5_65983700_65984697	ERBIN	GRN_CUX1
0.0	0.0	1.0	chr5	65983700	65984697	257326	chr5	65826553	66081023	ERBIN	0	+	5990	0.0	chr5_65983700_65984697	ERBIN	GRN_RUNX1
0.0	0.0	1.0	chr5	75504756	75505312	258662	chr5	75411307	75599744	POLK	0	+	30351	995.0	chr5_75504756_75505312	POLK	GRN_CUX1
1.0	1.0	0.0	chr5	75565649	75567181	258673	chr5	75411307	75599744	POLK	0	+	30351	0.0	chr5_75565649_75567181	POLK	GRN_CUX1
0.0	0.0	1.0	chr5	80554386	80555295	259573	chr5	80554651	80876815	MSH3	0	+	27384	94356.0	chr5_80554386_80555295	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	80569452	80570689	259578	chr5	80554651	80876815	MSH3	0	+	27384	78962.0	chr5_80569452_80570689	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	80571477	80571858	259579	chr5	80554651	80876815	MSH3	0	+	27384	77793.0	chr5_80571477_80571858	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	80586097	80587090	259585	chr5	80554651	80876815	MSH3	0	+	27384	62561.0	chr5_80586097_80587090	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	80620075	80620508	259592	chr5	80554651	80876815	MSH3	0	+	27384	29143.0	chr5_80620075_80620508	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	80624074	80624700	259594	chr5	80554651	80876815	MSH3	0	+	27384	24951.0	chr5_80624074_80624700	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	80630915	80632215	259596	chr5	80554651	80876815	MSH3	0	+	27384	17436.0	chr5_80630915_80632215	MSH3	GRN_RUNX1
0.0	1.0	0.0	chr5	80671308	80672454	259603	chr5	80554651	80876815	MSH3	0	+	27384	0.0	chr5_80671308_80672454	MSH3	GRN_RUNX1
1.0	1.0	0.0	chr5	80701199	80702531	259606	chr5	80554651	80876815	MSH3	0	+	27384	0.0	chr5_80701199_80702531	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	80713494	80713859	259609	chr5	80554651	80876815	MSH3	0	+	27384	0.0	chr5_80713494_80713859	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	80754902	80755974	259613	chr5	80554651	80876815	MSH3	0	+	27384	0.0	chr5_80754902_80755974	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	80793238	80794074	259620	chr5	80554651	80876815	MSH3	0	+	27384	0.0	chr5_80793238_80794074	MSH3	GRN_RUNX1
1.0	1.0	0.0	chr5	80806852	80807199	259623	chr5	80554651	80876815	MSH3	0	+	27384	0.0	chr5_80806852_80807199	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	80837763	80838339	259630	chr5	80554651	80876815	MSH3	0	+	27384	0.0	chr5_80837763_80838339	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	80846341	80846836	259631	chr5	80554651	80876815	MSH3	0	+	27384	0.0	chr5_80846341_80846836	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	80870355	80872504	259633	chr5	80554651	80876815	MSH3	0	+	27384	0.0	chr5_80870355_80872504	MSH3	GRN_RUNX1
0.0	0.0	1.0	chr5	83029486	83030493	260006	chr5	82977394	83177394	TMEM167A	0	-	36043	22352.0	chr5_83029486_83030493	TMEM167A	GRN_RUNX1
0.0	0.0	1.0	chr5	95614512	95615307	260905	chr5	95613521	95795123	RHOBTB3	0	+	31779	93214.0	chr5_95614512_95615307	RHOBTB3	GRN_RUNX1
0.0	0.0	1.0	chr5	95644282	95644589	260910	chr5	95613521	95795123	RHOBTB3	0	+	31779	63932.0	chr5_95644282_95644589	RHOBTB3	GRN_RUNX1
0.0	0.0	1.0	chr5	95695837	95696151	260925	chr5	95613521	95795123	RHOBTB3	0	+	31779	12370.0	chr5_95695837_95696151	RHOBTB3	GRN_RUNX1
0.0	0.0	1.0	chr5	95758460	95759228	260944	chr5	95613521	95795123	RHOBTB3	0	+	31779	0.0	chr5_95758460_95759228	RHOBTB3	GRN_RUNX1
0.0	0.0	1.0	chr5	116002058	116002771	262681	chr5	115985024	116293287	COMMD10	0	+	4028	77253.0	chr5_116002058_116002771	COMMD10	GRN_CUX1
0.0	0.0	1.0	chr5	116002058	116002771	262681	chr5	115985024	116293287	COMMD10	0	+	4028	77253.0	chr5_116002058_116002771	COMMD10	GRN_RUNX1
1.0	0.0	1.0	chr5	116003317	116004706	262682	chr5	115985024	116293287	COMMD10	0	+	4028	75318.0	chr5_116003317_116004706	COMMD10	GRN_CUX1
1.0	0.0	1.0	chr5	116003317	116004706	262682	chr5	115985024	116293287	COMMD10	0	+	4028	75318.0	chr5_116003317_116004706	COMMD10	GRN_RUNX1
0.0	0.0	1.0	chr5	116035032	116036022	262689	chr5	115985024	116293287	COMMD10	0	+	4028	44002.0	chr5_116035032_116036022	COMMD10	GRN_CUX1
0.0	0.0	1.0	chr5	116035032	116036022	262689	chr5	115985024	116293287	COMMD10	0	+	4028	44002.0	chr5_116035032_116036022	COMMD10	GRN_RUNX1
0.0	0.0	1.0	chr5	116145443	116145839	262709	chr5	115985024	116293287	COMMD10	0	+	4028	0.0	chr5_116145443_116145839	COMMD10	GRN_CUX1
0.0	0.0	1.0	chr5	116145443	116145839	262709	chr5	115985024	116293287	COMMD10	0	+	4028	0.0	chr5_116145443_116145839	COMMD10	GRN_RUNX1
0.0	0.0	1.0	chr5	116271428	116271704	262711	chr5	115985024	116293287	COMMD10	0	+	4028	0.0	chr5_116271428_116271704	COMMD10	GRN_CUX1
0.0	0.0	1.0	chr5	116271428	116271704	262711	chr5	115985024	116293287	COMMD10	0	+	4028	0.0	chr5_116271428_116271704	COMMD10	GRN_RUNX1
0.0	0.0	1.0	chr6	2973668	2973966	271798	chr6	2963966	3090932	RIPK1	0	+	31834	85000.0	chr6_2973668_2973966	RIPK1	GRN_RUNX1
0.0	0.0	1.0	chr6	3001753	3002160	271807	chr6	2963966	3090932	RIPK1	0	+	31834	56806.0	chr6_3001753_3002160	RIPK1	GRN_RUNX1
0.0	0.0	1.0	chr6	3025517	3025784	271813	chr6	2963966	3090932	RIPK1	0	+	31834	33182.0	chr6_3025517_3025784	RIPK1	GRN_RUNX1
0.0	0.0	1.0	chr6	3083775	3084382	271829	chr6	2963966	3090932	RIPK1	0	+	31834	0.0	chr6_3083775_3084382	RIPK1	GRN_RUNX1
0.0	0.0	1.0	chr6	20476548	20476916	275204	chr6	20434456	21135778	CDKAL1	0	+	3246	52540.0	chr6_20476548_20476916	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20491329	20492419	275206	chr6	20434456	21135778	CDKAL1	0	+	3246	37037.0	chr6_20491329_20492419	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20497257	20497831	275208	chr6	20434456	21135778	CDKAL1	0	+	3246	31625.0	chr6_20497257_20497831	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20508338	20509109	275209	chr6	20434456	21135778	CDKAL1	0	+	3246	20347.0	chr6_20508338_20509109	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20584142	20585011	275229	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20584142_20585011	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20596674	20596879	275233	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20596674_20596879	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20630740	20631901	275238	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20630740_20631901	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20657911	20658309	275243	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20657911_20658309	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20686190	20686461	275250	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20686190_20686461	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20688134	20689421	275251	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20688134_20689421	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20693075	20695042	275252	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20693075_20695042	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20719797	20720547	275262	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20719797_20720547	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20750008	20751562	275270	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20750008_20751562	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20819824	20820375	275282	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20819824_20820375	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20833831	20834345	275286	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20833831_20834345	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20845659	20847038	275290	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20845659_20847038	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20868317	20868909	275297	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20868317_20868909	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20877023	20878986	275299	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20877023_20878986	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	20998248	20998538	275311	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_20998248_20998538	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	21065032	21065346	275324	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_21065032_21065346	CDKAL1	GRN_CUX1
1.0	0.0	0.0	chr6	21066600	21067835	275325	chr6	20434456	21135778	CDKAL1	0	+	3246	0.0	chr6_21066600_21067835	CDKAL1	GRN_CUX1
0.0	0.0	1.0	chr6	47426664	47427296	280443	chr6	47377745	47603917	CD2AP	0	+	3071	45449.0	chr6_47426664_47427296	CD2AP	GRN_CUX1
1.0	0.0	0.0	chr6	47459770	47461608	280451	chr6	47377745	47603917	CD2AP	0	+	3071	11137.0	chr6_47459770_47461608	CD2AP	GRN_CUX1
0.0	1.0	1.0	chr6	47484596	47485304	280456	chr6	47377745	47603917	CD2AP	0	+	3071	0.0	chr6_47484596_47485304	CD2AP	GRN_CUX1
0.0	0.0	1.0	chr6	47520210	47520862	280467	chr6	47377745	47603917	CD2AP	0	+	3071	0.0	chr6_47520210_47520862	CD2AP	GRN_CUX1
0.0	0.0	1.0	chr6	47550324	47550593	280475	chr6	47377745	47603917	CD2AP	0	+	3071	0.0	chr6_47550324_47550593	CD2AP	GRN_CUX1
0.0	0.0	1.0	chr6	47571310	47572376	280481	chr6	47377745	47603917	CD2AP	0	+	3071	0.0	chr6_47571310_47572376	CD2AP	GRN_CUX1
0.0	1.0	0.0	chr6	75526245	75526829	282345	chr6	75501508	75679867	SENP6	0	+	32813	69679.0	chr6_75526245_75526829	SENP6	GRN_CUX1
1.0	1.0	0.0	chr6	75579802	75581074	282360	chr6	75501508	75679867	SENP6	0	+	32813	15434.0	chr6_75579802_75581074	SENP6	GRN_CUX1
0.0	0.0	1.0	chr6	75611843	75612557	282364	chr6	75501508	75679867	SENP6	0	+	32813	0.0	chr6_75611843_75612557	SENP6	GRN_CUX1
0.0	1.0	0.0	chr6	75631705	75632385	282369	chr6	75501508	75679867	SENP6	0	+	32813	0.0	chr6_75631705_75632385	SENP6	GRN_CUX1
0.0	1.0	0.0	chr6	85494439	85495336	283366	chr6	85494156	85694156	SNX14	0	-	34443	10159.0	chr6_85494439_85495336	SNX14	GRN_RUNX1
1.0	0.0	1.0	chr6	85619937	85620719	283386	chr6	85494156	85694156	SNX14	0	-	34443	20781.0	chr6_85619937_85620719	SNX14	GRN_RUNX1
0.0	0.0	1.0	chr6	85689953	85690330	283400	chr6	85494156	85694156	SNX14	0	-	34443	90797.0	chr6_85689953_85690330	SNX14	GRN_RUNX1
0.0	0.0	1.0	chr6	88629855	88630111	283748	chr6	88609896	89063618	RNGTT	0	-	32030	0.0	chr6_88629855_88630111	RNGTT	GRN_CUX1
0.0	0.0	1.0	chr6	88629855	88630111	283748	chr6	88609896	89063618	RNGTT	0	-	32030	0.0	chr6_88629855_88630111	RNGTT	GRN_RUNX1
1.0	1.0	0.0	chr6	88717498	88718289	283759	chr6	88609896	89063618	RNGTT	0	-	32030	0.0	chr6_88717498_88718289	RNGTT	GRN_CUX1
1.0	1.0	0.0	chr6	88717498	88718289	283759	chr6	88609896	89063618	RNGTT	0	-	32030	0.0	chr6_88717498_88718289	RNGTT	GRN_RUNX1
0.0	0.0	1.0	chr6	88916744	88917118	283784	chr6	88609896	89063618	RNGTT	0	-	32030	0.0	chr6_88916744_88917118	RNGTT	GRN_CUX1
0.0	0.0	1.0	chr6	88916744	88917118	283784	chr6	88609896	89063618	RNGTT	0	-	32030	0.0	chr6_88916744_88917118	RNGTT	GRN_RUNX1
0.0	0.0	1.0	chr6	88996927	88997717	283796	chr6	88609896	89063618	RNGTT	0	-	32030	28309.0	chr6_88996927_88997717	RNGTT	GRN_CUX1
0.0	0.0	1.0	chr6	88996927	88997717	283796	chr6	88609896	89063618	RNGTT	0	-	32030	28309.0	chr6_88996927_88997717	RNGTT	GRN_RUNX1
0.0	0.0	1.0	chr6	89001318	89001678	283797	chr6	88609896	89063618	RNGTT	0	-	32030	32700.0	chr6_89001318_89001678	RNGTT	GRN_CUX1
0.0	0.0	1.0	chr6	89001318	89001678	283797	chr6	88609896	89063618	RNGTT	0	-	32030	32700.0	chr6_89001318_89001678	RNGTT	GRN_RUNX1
